protein	annotation	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	C30_planktonic_1 Spectral Count	C30_planktonic_2 Spectral Count	C30_planktonic_3 Spectral Count	C30_secreted_1 Spectral Count	C30_secreted_2 Spectral Count	C30_secreted_3 Spectral Count	LMWPE_biofilm_1 Spectral Count	LMWPE_biofilm_2 Spectral Count	LMWPE_biofilm_3 Spectral Count	LMWPE_planktonic_1 Spectral Count	LMWPE_planktonic_2 Spectral Count	LMWPE_planktonic_3 Spectral Count	LMWPE_secreted_1 Spectral Count	LMWPE_secreted_2 Spectral Count	LMWPE_secreted_3 Spectral Count	Succinate_planktonic_1 Spectral Count	Succinate_planktonic_2 Spectral Count	Succinate_planktonic_3 Spectral Count	C30_planktonic_1 Unique Spectral Count	C30_planktonic_2 Unique Spectral Count	C30_planktonic_3 Unique Spectral Count	C30_secreted_1 Unique Spectral Count	C30_secreted_2 Unique Spectral Count	C30_secreted_3 Unique Spectral Count	LMWPE_biofilm_1 Unique Spectral Count	LMWPE_biofilm_2 Unique Spectral Count	LMWPE_biofilm_3 Unique Spectral Count	LMWPE_planktonic_1 Unique Spectral Count	LMWPE_planktonic_2 Unique Spectral Count	LMWPE_planktonic_3 Unique Spectral Count	LMWPE_secreted_1 Unique Spectral Count	LMWPE_secreted_2 Unique Spectral Count	LMWPE_secreted_3 Unique Spectral Count	Succinate_planktonic_1 Unique Spectral Count	Succinate_planktonic_2 Unique Spectral Count	Succinate_planktonic_3 Unique Spectral Count	C30_planktonic_1 Total Spectral Count	C30_planktonic_2 Total Spectral Count	C30_planktonic_3 Total Spectral Count	C30_secreted_1 Total Spectral Count	C30_secreted_2 Total Spectral Count	C30_secreted_3 Total Spectral Count	LMWPE_biofilm_1 Total Spectral Count	LMWPE_biofilm_2 Total Spectral Count	LMWPE_biofilm_3 Total Spectral Count	LMWPE_planktonic_1 Total Spectral Count	LMWPE_planktonic_2 Total Spectral Count	LMWPE_planktonic_3 Total Spectral Count	LMWPE_secreted_1 Total Spectral Count	LMWPE_secreted_2 Total Spectral Count	LMWPE_secreted_3 Total Spectral Count	Succinate_planktonic_1 Total Spectral Count	Succinate_planktonic_2 Total Spectral Count	Succinate_planktonic_3 Total Spectral Count	C30_planktonic_1 Intensity	C30_planktonic_2 Intensity	C30_planktonic_3 Intensity	C30_secreted_1 Intensity	C30_secreted_2 Intensity	C30_secreted_3 Intensity	LMWPE_biofilm_1 Intensity	LMWPE_biofilm_2 Intensity	LMWPE_biofilm_3 Intensity	LMWPE_planktonic_1 Intensity	LMWPE_planktonic_2 Intensity	LMWPE_planktonic_3 Intensity	LMWPE_secreted_1 Intensity	LMWPE_secreted_2 Intensity	LMWPE_secreted_3 Intensity	Succinate_planktonic_1 Intensity	Succinate_planktonic_2 Intensity	Succinate_planktonic_3 Intensity	C30_planktonic_1 MaxLFQ Intensity	C30_planktonic_2 MaxLFQ Intensity	C30_planktonic_3 MaxLFQ Intensity	C30_secreted_1 MaxLFQ Intensity	C30_secreted_2 MaxLFQ Intensity	C30_secreted_3 MaxLFQ Intensity	LMWPE_biofilm_1 MaxLFQ Intensity	LMWPE_biofilm_2 MaxLFQ Intensity	LMWPE_biofilm_3 MaxLFQ Intensity	LMWPE_planktonic_1 MaxLFQ Intensity	LMWPE_planktonic_2 MaxLFQ Intensity	LMWPE_planktonic_3 MaxLFQ Intensity	LMWPE_secreted_1 MaxLFQ Intensity	LMWPE_secreted_2 MaxLFQ Intensity	LMWPE_secreted_3 MaxLFQ Intensity	Succinate_planktonic_1 MaxLFQ Intensity	Succinate_planktonic_2 MaxLFQ Intensity	Succinate_planktonic_3 MaxLFQ Intensity	Indistinguishable Proteins
MAG107_contig_30_3384	MAG107_contig_30_3384 rank: E	MAG107_contig_30_3384 rank: E		118			MAG107_contig_30_3384 rank: E	0.9999	0.999	2	19	19	19	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	4	5	5	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	4	5	5	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	4	5	5	0.0	0.0	0.0	0.0	0.0	0.0	22576.352	10656.22	14005.522	0.0	0.0	0.0	0.0	0.0	0.0	146412.02	194540.3	184650.1	0.0	0.0	0.0	0.0	0.0	0.0	11746.338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76365.6	101515.65	85229.83	
MAG107_contig_30_3385	"MAG107_contig_30_3385 rank: D; Ribbon-helix-helix protein [PF19839.3] (db=pfam)"	"MAG107_contig_30_3385 rank: D; Ribbon-helix-helix protein [PF19839.3] (db=pfam)"		59			"MAG107_contig_30_3385 rank: D; Ribbon-helix-helix protein [PF19839.3] (db=pfam)"	1.0	0.999	4	142	63	142	0	0	0	0	0	0	7	9	17	11	11	7	8	13	9	14	18	15	0	0	0	0	0	0	4	5	8	5	5	3	1	3	2	9	9	8	0	0	0	0	0	0	7	9	17	11	11	7	8	13	9	14	18	15	0.0	0.0	0.0	0.0	0.0	0.0	135369.81	201072.78	149136.78	151855.48	193863.9	201348.67	244867.5	312187.78	317820.4	866664.75	1057804.6	863657.1	0.0	0.0	0.0	0.0	0.0	0.0	52289.254	65958.914	50142.984	58943.902	72116.48	75736.83	122374.05	139469.42	134699.16	230201.42	297662.75	223243.78	
MAG107_contig_30_3386	"MAG107_contig_30_3386 rank: C; outer membrane receptor for ferrienterochelin and colicins (db=kegg)"	"MAG107_contig_30_3386 rank: C; outer membrane receptor for ferrienterochelin and colicins (db=kegg)"		685			"MAG107_contig_30_3386 rank: C; outer membrane receptor for ferrienterochelin and colicins (db=kegg)"	1.0	0.999	20	90	90	90	0	1	1	18	35	19	1	3	0	0	0	1	0	3	7	0	0	0	0	1	1	18	35	19	1	3	0	0	0	1	0	3	7	0	0	0	0	1	1	18	35	19	1	3	0	0	0	1	0	3	7	0	0	0	0.0	409101.94	0.0	582788.3	1028300.75	430258.75	16171.565	42536.36	0.0	0.0	0.0	50447.84	0.0	134727.25	153287.67	31056.646	31621.691	0.0	0.0	0.0	0.0	93175.97	137200.89	94663.836	0.0	40261.062	0.0	0.0	0.0	0.0	0.0	44696.156	62517.586	0.0	0.0	0.0	
MAG107_contig_30_3387	"MAG107_contig_30_3387 rank: D; tRNA_anti-like [PF12869.11] (db=pfam)"	"MAG107_contig_30_3387 rank: D; tRNA_anti-like [PF12869.11] (db=pfam)"		335			"MAG107_contig_30_3387 rank: D; tRNA_anti-like [PF12869.11] (db=pfam)"	1.0	0.999	13	223	223	223	0	0	0	0	2	1	30	34	33	15	17	22	1	0	3	20	15	16	0	0	0	0	2	1	30	34	33	15	17	22	1	0	3	20	15	16	0	0	0	0	2	1	30	34	33	15	17	22	1	0	3	20	15	16	0.0	0.0	0.0	0.0	71355.35	0.0	384772.28	467523.0	421557.3	249505.44	297842.34	333686.0	26086.482	0.0	40983.668	312021.34	225902.05	293937.2	0.0	0.0	0.0	0.0	55234.55	0.0	81066.055	95576.01	73071.37	68883.78	71428.266	69438.875	0.0	0.0	31842.744	68472.99	60023.047	62575.645	
MAG107_contig_30_339	"MAG107_contig_30_339 rank: D; Enoyl-CoA hydratase/isomerase [PF00378.24]; Enoyl-CoA hydratase/isomerase [PF16113.9] (db=pfam)"	"MAG107_contig_30_339 rank: D; Enoyl-CoA hydratase/isomerase [PF00378.24]; Enoyl-CoA hydratase/isomerase [PF16113.9] (db=pfam)"		266			"MAG107_contig_30_339 rank: D; Enoyl-CoA hydratase/isomerase [PF00378.24]; Enoyl-CoA hydratase/isomerase [PF16113.9] (db=pfam)"	1.0	0.999	15	961	961	961	47	45	44	29	32	33	59	64	58	65	64	71	49	47	49	52	55	56	47	45	44	29	32	33	59	64	58	65	64	71	49	47	49	52	55	56	47	45	44	29	32	33	59	64	58	65	64	71	49	47	49	52	55	56	3160928.0	3260307.5	2723604.5	1331667.0	1276374.2	1244338.0	1836422.9	2272678.0	2305956.2	2290829.8	3200695.2	3510094.2	1997931.9	1764069.0	2357099.2	1649774.4	1846668.8	1619575.0	540066.8	551309.9	454266.06	339662.47	319009.16	317946.06	311009.8	355859.84	359100.84	376687.75	505291.84	502434.84	324600.9	321998.78	415174.8	284947.7	284682.9	283777.84	
MAG107_contig_30_3390	"MAG107_contig_30_3390 rank: C; membrane fusion protein, multidrug efflux system (db=kegg)"	"MAG107_contig_30_3390 rank: C; membrane fusion protein, multidrug efflux system (db=kegg)"		402			"MAG107_contig_30_3390 rank: C; membrane fusion protein, multidrug efflux system (db=kegg)"	0.9168	0.9979	3	9	9	9	0	0	0	2	1	0	0	0	0	0	1	1	1	1	0	2	0	0	0	0	0	2	1	0	0	0	0	0	1	1	1	1	0	2	0	0	0	0	0	2	1	0	0	0	0	0	1	1	1	1	0	2	0	0	0.0	0.0	0.0	70550.52	38721.203	0.0	0.0	0.0	0.0	0.0	6768.412	8765.171	102076.27	81293.02	0.0	80435.8	90699.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
MAG107_contig_30_3395	"MAG107_contig_30_3395 rank: C; adenine/guanine/hypoxanthine permease (db=kegg)"	"MAG107_contig_30_3395 rank: C; adenine/guanine/hypoxanthine permease (db=kegg)"		439			"MAG107_contig_30_3395 rank: C; adenine/guanine/hypoxanthine permease (db=kegg)"	0.9993	0.999	2	43	43	43	2	4	2	4	6	7	1	1	1	7	3	1	0	0	0	0	2	1	2	4	2	4	6	7	1	1	1	7	3	1	0	0	0	0	2	1	2	4	2	4	6	7	1	1	1	7	3	1	0	0	0	0	2	1	0.0	226307.23	194484.78	518112.28	565596.3	404328.0	0.0	0.0	0.0	158012.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	356293.62	389109.34	0.0	0.0	0.0	0.0	143414.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
MAG107_contig_30_3396	"MAG107_contig_30_3396 rank: C; adenine deaminase [EC:3.5.4.2] (db=kegg)"	"MAG107_contig_30_3396 rank: C; adenine deaminase [EC:3.5.4.2] (db=kegg)"		333			"MAG107_contig_30_3396 rank: C; adenine deaminase [EC:3.5.4.2] (db=kegg)"	1.0	0.999	15	358	358	358	8	5	4	3	0	0	29	29	27	28	18	20	13	16	16	47	36	43	8	5	4	3	0	0	29	29	27	28	18	20	13	16	16	47	36	43	8	5	4	3	0	0	29	29	27	28	18	20	13	16	16	47	36	43	172490.94	172544.94	191261.06	27714.582	0.0	0.0	581429.8	689067.2	726699.9	716502.1	648995.3	663233.75	407011.25	325414.0	442342.75	1120644.9	1173344.1	1400867.5	81956.29	85995.38	90255.14	0.0	0.0	0.0	110370.02	120599.62	125745.47	119936.305	120849.41	121461.35	88016.25	86738.61	108619.71	183943.1	193906.08	220765.4	
MAG107_contig_30_3397	MAG107_contig_30_3397 rank: E	MAG107_contig_30_3397 rank: E		117			MAG107_contig_30_3397 rank: E	1.0	0.999	5	132	132	132	2	0	0	1	0	0	10	14	12	9	17	8	1	1	0	18	19	17	2	0	0	1	0	0	10	14	12	9	17	8	1	1	0	18	19	17	2	0	0	1	0	0	10	14	12	9	17	8	1	1	0	18	19	17	43904.316	0.0	0.0	20733.887	0.0	0.0	169011.3	193645.56	130171.836	256610.94	304310.6	270394.38	48959.098	45405.766	0.0	554265.7	696906.3	521365.44	0.0	0.0	0.0	0.0	0.0	0.0	64739.52	66064.734	54897.74	83399.43	92423.65	80495.94	0.0	0.0	0.0	176565.81	195227.66	174728.52	
MAG107_contig_30_3398	"MAG107_contig_30_3398 rank: C; superoxide oxidase [EC:1.10.3.17] (db=kegg)"	"MAG107_contig_30_3398 rank: C; superoxide oxidase [EC:1.10.3.17] (db=kegg)"		183			"MAG107_contig_30_3398 rank: C; superoxide oxidase [EC:1.10.3.17] (db=kegg)"	0.9749	0.999	2	3	3	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	101894.9	0.0	117839.914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
MAG107_contig_30_3399	MAG107_contig_30_3399 rank: E	MAG107_contig_30_3399 rank: E		125			MAG107_contig_30_3399 rank: E	1.0	0.999	8	391	391	391	10	8	8	18	22	28	38	43	33	17	19	20	12	23	27	20	20	14	10	8	8	18	22	28	38	43	33	17	19	20	12	23	27	20	20	14	10	8	8	18	22	28	38	43	33	17	19	20	12	23	27	20	20	14	1147603.2	540289.94	218524.38	715389.75	1790809.1	1743246.2	2074610.5	2629434.0	2050219.5	409082.44	757599.5	585147.0	1006705.94	1400451.9	1353826.8	653619.0	927176.3	598221.7	157751.44	150807.69	97277.34	154851.0	394858.38	396468.34	492284.1	628374.94	443381.12	120841.51	199661.77	141794.61	244109.08	332545.97	321139.38	200442.95	225106.05	180123.47	
MAG107_contig_30_340	"MAG107_contig_30_340 rank: D; Nitroreductase family [PF00881.28] (db=pfam)"	"MAG107_contig_30_340 rank: D; Nitroreductase family [PF00881.28] (db=pfam)"		252			"MAG107_contig_30_340 rank: D; Nitroreductase family [PF00881.28] (db=pfam)"	1.0	0.999	15	429	429	429	13	6	4	28	22	30	40	40	40	58	35	44	0	0	2	17	14	15	13	6	4	28	22	30	40	40	40	58	35	44	0	0	2	17	14	15	13	6	4	28	22	30	40	40	40	58	35	44	0	0	2	17	14	15	268036.25	156735.72	155199.12	1803959.5	1783274.0	1906695.5	2750829.0	1918087.0	2023207.1	2806014.8	1688297.0	1740746.8	0.0	0.0	69905.66	877655.4	544777.56	363908.3	185931.3	174455.89	173185.92	464405.56	480399.44	390028.62	394001.34	381758.34	419722.16	363453.75	337712.84	337578.34	0.0	0.0	58425.26	108746.12	96122.29	99600.71	
MAG107_contig_30_3400	"MAG107_contig_30_3400 rank: C; ribonuclease HII [EC:3.1.26.4] (db=kegg)"	"MAG107_contig_30_3400 rank: C; ribonuclease HII [EC:3.1.26.4] (db=kegg)"		189			"MAG107_contig_30_3400 rank: C; ribonuclease HII [EC:3.1.26.4] (db=kegg)"	1.0	0.999	11	164	164	164	3	0	0	2	1	1	14	12	16	5	8	15	8	3	3	18	22	23	3	0	0	2	1	1	14	12	16	5	8	15	8	3	3	18	22	23	3	0	0	2	1	1	14	12	16	5	8	15	8	3	3	18	22	23	32353.43	0.0	0.0	12943.18	8140.496	9420.983	343269.72	190926.22	257707.92	230473.6	267143.12	297153.06	147684.6	79579.91	93474.59	459679.44	623522.1	760039.44	0.0	0.0	0.0	0.0	0.0	0.0	61554.02	45975.74	48317.707	51717.844	50058.305	63811.527	84420.984	142477.47	99137.07	77079.305	95948.24	103582.03	
MAG107_contig_30_3401	"MAG107_contig_30_3401 rank: C; carbon storage regulator (db=kegg)"	"MAG107_contig_30_3401 rank: C; carbon storage regulator (db=kegg)"		83			"MAG107_contig_30_3401 rank: C; carbon storage regulator (db=kegg)"	1.0	0.999	4	838	838	838	34	20	19	22	6	0	98	63	58	73	76	74	35	24	39	53	55	55	34	20	19	22	6	0	98	63	58	73	76	74	35	24	39	53	55	55	34	20	19	22	6	0	98	63	58	73	76	74	35	24	39	53	55	55	2238692.2	1806647.8	1741492.0	694476.75	153452.56	0.0	3467736.5	2770517.2	2780900.0	2549305.2	2414064.0	2377618.5	1288055.6	985883.75	1008334.94	1838395.0	1831757.9	1957917.4	589902.75	541086.5	529072.06	288359.7	133234.0	0.0	1058007.4	805360.9	809146.06	861105.9	762749.06	709154.75	490389.06	358751.84	287475.75	589124.9	571101.4	600304.06	
MAG107_contig_30_3402	"MAG107_contig_30_3402 rank: C; aspartate kinase [EC:2.7.2.4] (db=kegg)"	"MAG107_contig_30_3402 rank: C; aspartate kinase [EC:2.7.2.4] (db=kegg)"		426			"MAG107_contig_30_3402 rank: C; aspartate kinase [EC:2.7.2.4] (db=kegg)"	1.0	0.999	23	1530	1530	1530	37	32	29	34	17	18	137	133	104	121	110	107	78	57	83	100	116	151	37	32	29	34	17	18	137	133	104	121	110	107	78	57	83	100	116	151	37	32	29	34	17	18	137	133	104	121	110	107	78	57	83	100	116	151	4067076.2	3060746.0	2962323.8	1598122.5	1017882.94	992405.44	9233645.0	8846446.0	9120068.0	7791881.5	8003862.5	7882208.0	5116783.0	4362860.5	5991050.0	7159725.5	9110525.0	8586269.0	1084972.8	1026425.2	899847.5	584890.1	674624.7	880309.7	2253480.5	2015550.2	2010003.6	1724248.9	1794367.9	1766198.4	1152209.2	1245490.2	1266342.0	1565753.4	1958113.5	1949196.8	
MAG107_contig_30_3403	"MAG107_contig_30_3403 rank: C; alanyl-tRNA synthetase [EC:6.1.1.7] (db=kegg)"	"MAG107_contig_30_3403 rank: C; alanyl-tRNA synthetase [EC:6.1.1.7] (db=kegg)"		897			"MAG107_contig_30_3403 rank: C; alanyl-tRNA synthetase [EC:6.1.1.7] (db=kegg)"	1.0	0.999	63	3249	3249	3249	126	116	131	62	62	61	313	331	307	245	238	248	77	58	59	232	215	208	126	116	131	62	62	61	313	331	307	245	238	248	77	58	59	232	215	208	126	116	131	62	62	61	313	331	307	245	238	248	77	58	59	232	215	208	1.3123772E7	1.2237424E7	1.1735151E7	2432029.8	2294366.5	2162157.8	2.3345994E7	2.1866742E7	2.3088488E7	1.6268269E7	1.81532E7	1.7010516E7	2355046.5	1519192.8	1849644.5	1.5779551E7	1.3951657E7	1.3935648E7	1059039.1	982564.1	1012154.4	302079.53	279333.1	320480.47	1682701.1	1451730.5	1531894.2	1248031.2	1224468.9	1217308.8	266356.84	252720.34	201303.28	1048158.56	891444.25	954099.7	
MAG107_contig_30_3404	MAG107_contig_30_3404 rank: E	MAG107_contig_30_3404 rank: E		260			MAG107_contig_30_3404 rank: E	1.0	0.999	9	196	196	196	1	0	0	8	1	0	18	14	15	8	7	8	10	5	7	27	27	34	1	0	0	8	1	0	18	14	15	8	7	8	10	5	7	27	27	34	1	0	0	8	1	0	18	14	15	8	7	8	10	5	7	27	27	34	0.0	0.0	0.0	75284.03	19779.074	0.0	474284.8	322058.38	338332.16	151523.25	152030.8	84325.06	240528.94	232339.97	257678.1	602294.5	579769.6	648384.56	0.0	0.0	0.0	33060.836	0.0	0.0	103611.56	77236.97	74272.96	46631.16	41809.17	40697.094	107129.27	98555.47	107745.21	119031.555	117365.65	130095.06	
MAG107_contig_30_3405	MAG107_contig_30_3405 rank: E	MAG107_contig_30_3405 rank: E		267			MAG107_contig_30_3405 rank: E	0.993	0.999	2	18	18	18	0	0	0	0	0	0	1	0	3	1	3	1	3	0	0	0	3	2	0	0	0	0	0	0	1	0	3	1	3	1	3	0	0	0	3	2	0	0	0	0	0	0	1	0	3	1	3	1	3	0	0	0	3	2	0.0	0.0	0.0	0.0	0.0	0.0	14934.796	0.0	13805.136	15711.259	23757.303	21162.076	0.0	0.0	0.0	0.0	52870.336	25879.807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
MAG107_contig_30_3406	"MAG107_contig_30_3406 rank: D; Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain [PF02800.24]; Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain [PF00044.28] (db=pfam)"	"MAG107_contig_30_3406 rank: D; Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain [PF02800.24]; Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain [PF00044.28] (db=pfam)"		340			"MAG107_contig_30_3406 rank: D; Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain [PF02800.24]; Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain [PF00044.28] (db=pfam)"	1.0	0.999	14	478	478	478	28	22	27	7	1	1	24	31	24	35	41	39	25	19	21	35	40	34	28	22	27	7	1	1	24	31	24	35	41	39	25	19	21	35	40	34	28	22	27	7	1	1	24	31	24	35	41	39	25	19	21	35	40	34	1405785.0	1792798.5	1627242.6	136409.53	23804.252	19303.47	988021.44	1004229.25	1085187.6	1398538.4	1472413.1	1407099.9	889666.06	797516.4	791927.25	1357012.8	1244780.4	1157861.4	236452.66	212765.6	219010.47	61997.434	0.0	0.0	153158.4	144137.03	163863.03	216435.78	220261.08	207578.55	142792.11	145254.1	146645.38	202924.73	179865.58	174103.89	
MAG107_contig_30_341	MAG107_contig_30_341 rank: E	MAG107_contig_30_341 rank: E		104			MAG107_contig_30_341 rank: E	0.9999	0.999	2	41	41	41	0	0	0	0	0	0	4	3	2	3	3	5	1	1	3	4	6	3	0	0	0	0	0	0	4	3	2	3	3	5	1	1	3	4	6	3	0	0	0	0	0	0	4	3	2	3	3	5	1	1	3	4	6	3	0.0	0.0	0.0	0.0	0.0	0.0	76373.086	71860.48	75857.58	98645.01	79433.055	87926.875	89442.91	45351.074	145566.62	102168.71	117743.125	108791.53	0.0	0.0	0.0	0.0	0.0	0.0	46759.945	50769.61	54308.566	62008.49	55457.246	61919.027	0.0	0.0	68244.305	61700.254	56848.875	65201.562	
MAG107_contig_30_3410	"MAG107_contig_30_3410 rank: C; Lrp/AsnC family transcriptional regulator, repressor for azl operon (db=kegg)"	"MAG107_contig_30_3410 rank: C; Lrp/AsnC family transcriptional regulator, repressor for azl operon (db=kegg)"		153			"MAG107_contig_30_3410 rank: C; Lrp/AsnC family transcriptional regulator, repressor for azl operon (db=kegg)"	0.9999	0.999	3	27	27	27	0	0	0	0	0	0	4	10	7	0	0	1	0	0	0	4	0	1	0	0	0	0	0	0	4	10	7	0	0	1	0	0	0	4	0	1	0	0	0	0	0	0	4	10	7	0	0	1	0	0	0	4	0	1	0.0	0.0	0.0	0.0	0.0	0.0	48659.492	94967.26	62645.77	0.0	10718.658	10070.765	0.0	0.0	0.0	126911.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28566.834	47478.18	35565.918	0.0	0.0	0.0	0.0	0.0	0.0	74588.08	0.0	0.0	
MAG107_contig_30_3413	"MAG107_contig_30_3413 rank: D; Winged helix-turn-helix DNA-binding [PF13412.10] (db=pfam)"	"MAG107_contig_30_3413 rank: D; Winged helix-turn-helix DNA-binding [PF13412.10] (db=pfam)"		136			"MAG107_contig_30_3413 rank: D; Winged helix-turn-helix DNA-binding [PF13412.10] (db=pfam)"	1.0	0.999	3	24	24	24	0	0	0	2	3	6	2	0	1	3	0	0	0	0	0	1	2	4	0	0	0	2	3	6	2	0	1	3	0	0	0	0	0	1	2	4	0	0	0	2	3	6	2	0	1	3	0	0	0	0	0	1	2	4	0.0	0.0	0.0	44860.79	77610.125	41984.03	18757.174	0.0	7217.4985	22589.867	5770.15	0.0	0.0	0.0	0.0	33884.285	71464.25	92742.22	0.0	0.0	0.0	0.0	55502.355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30513.97	38695.26	
MAG107_contig_30_3414	"MAG107_contig_30_3414 rank: D; Isochorismatase family [PF00857.24] (db=pfam)"	"MAG107_contig_30_3414 rank: D; Isochorismatase family [PF00857.24] (db=pfam)"		180			"MAG107_contig_30_3414 rank: D; Isochorismatase family [PF00857.24] (db=pfam)"	1.0	0.999	12	592	592	592	27	18	15	10	8	2	35	30	30	38	35	31	38	54	43	33	55	62	27	18	15	10	8	2	35	30	30	38	35	31	38	54	43	33	55	62	27	18	15	10	8	2	35	30	30	38	35	31	38	54	43	33	55	62	1576173.8	1519315.2	1311323.9	634542.3	384062.25	56735.906	1505372.5	1379052.6	1448762.1	1597139.9	1430071.1	1347912.5	3028010.2	3447900.2	4576357.5	1662859.4	2085932.2	2555194.8	488479.1	479572.56	424320.78	220392.36	80651.81	0.0	467091.56	420692.84	423468.5	482985.84	455051.22	420653.66	849675.75	884780.8	1077130.2	518705.16	632152.7	706426.7	
MAG107_contig_30_3415	MAG107_contig_30_3415 rank: E	MAG107_contig_30_3415 rank: E		169			MAG107_contig_30_3415 rank: E	1.0	0.999	4	36	36	36	0	0	0	0	0	0	1	0	0	0	0	0	4	1	5	9	8	7	0	0	0	0	0	0	1	0	0	0	0	0	4	1	5	9	8	7	0	0	0	0	0	0	1	0	0	0	0	0	4	1	5	9	8	7	0.0	0.0	0.0	0.0	0.0	0.0	6145.1357	0.0	0.0	0.0	0.0	0.0	81766.1	76991.7	67508.125	86262.125	120721.83	110075.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35671.637	49674.785	42569.508	
MAG107_contig_30_3416	"MAG107_contig_30_3416 rank: C; ATP phosphoribosyltransferase regulatory subunit (db=kegg)"	"MAG107_contig_30_3416 rank: C; ATP phosphoribosyltransferase regulatory subunit (db=kegg)"		388			"MAG107_contig_30_3416 rank: C; ATP phosphoribosyltransferase regulatory subunit (db=kegg)"	1.0	0.999	16	345	345	345	5	3	3	6	2	2	23	27	32	36	45	32	3	3	5	33	36	26	5	3	3	6	2	2	23	27	32	36	45	32	3	3	5	33	36	26	5	3	3	6	2	2	23	27	32	36	45	32	3	3	5	33	36	26	251818.25	45900.664	44902.69	104943.33	87160.59	83905.11	882580.1	933800.44	926495.1	1294924.8	1402994.0	1163550.4	61159.25	68706.625	151030.44	1210431.1	1045113.9	1025728.75	78834.68	0.0	0.0	63389.52	61349.4	60962.16	122202.77	123937.59	134035.42	209977.19	200502.34	175706.3	44453.312	40744.445	54528.06	180334.92	159395.23	168811.55	
MAG107_contig_30_3417	"MAG107_contig_30_3417 rank: C; adenylosuccinate synthase [EC:6.3.4.4] (db=kegg)"	"MAG107_contig_30_3417 rank: C; adenylosuccinate synthase [EC:6.3.4.4] (db=kegg)"		439			"MAG107_contig_30_3417 rank: C; adenylosuccinate synthase [EC:6.3.4.4] (db=kegg)"	1.0	0.999	25	1275	1275	1275	27	11	23	17	17	16	115	114	107	98	92	89	60	58	66	98	96	98	27	11	23	17	17	16	115	114	107	98	92	89	60	58	66	98	96	98	27	11	23	17	17	16	115	114	107	98	92	89	60	58	66	98	96	98	1860406.0	809168.44	1118229.6	827173.5	563607.56	561569.2	5676460.5	5996111.0	6435410.0	6985600.0	7081991.5	7163562.0	3018325.0	2453284.2	2749652.0	7148959.5	6903828.5	7330492.0	253866.53	205833.16	236386.48	224037.86	206650.66	162552.36	763099.2	803245.7	823383.56	892379.5	959634.44	902003.7	409260.25	358659.7	315539.12	989728.44	959856.1	1025905.75	
